circuit_key,circuit_short_name,country_code,country_key,country_name,date_end,date_start,gmt_offset,location,meeting_key,session_key,session_name,session_type,year
46,Suzuka,JPN,4,Japan,2023-09-23 07:00:00+00:00,2023-09-23 06:00:00+00:00,09:00:00,Suzuka,1220,9169,Qualifying,Qualifying,2023
