date,x,y,z
2023-04-02 05:00:00.174000+00:00,458.0,-2930.0,88.0
2023-04-02 05:00:00.354000+00:00,458.0,-2930.0,88.0
2023-04-02 05:00:00.634000+00:00,458.0,-2930.0,88.0
2023-04-02 05:00:00.834000+00:00,458.0,-2930.0,88.0
2023-04-02 05:00:01.994000+00:00,458.0,-2930.0,88.0
2023-04-02 05:00:02.254000+00:00,458.0,-2930.0,88.0
2023-04-02 05:00:02.494000+00:00,458.0,-2930.0,88.0
2023-04-02 05:00:02.714000+00:00,458.0,-2930.0,88.0
2023-04-02 05:00:03.094000+00:00,458.0,-2930.0,88.0
2023-04-02 05:00:03.354000+00:00,458.0,-2930.0,88.0
2023-04-02 05:00:03.414000+00:00,458.0,-2930.0,88.0
2023-04-02 05:00:03.634000+00:00,458.0,-2930.0,88.0
2023-04-02 05:00:03.894000+00:00,458.0,-2930.0,88.0
2023-04-02 05:00:04.094000+00:00,458.0,-2930.0,88.0
2023-04-02 05:00:04.274000+00:00,458.0,-2930.0,88.0
2023-04-02 05:00:04.495000+00:00,458.0,-2930.0,88.0
2023-04-02 05:00:04.694000+00:00,458.0,-2930.0,88.0
2023-04-02 05:00:04.894000+00:00,458.0,-2930.0,88.0
2023-04-02 05:00:05.094000+00:00,458.0,-2930.0,88.0
2023-04-02 05:00:05.414000+00:00,458.0,-2930.0,88.0
2023-04-02 05:00:05.574000+00:00,458.0,-2930.0,88.0
2023-04-02 05:00:05.734000+00:00,458.0,-2930.0,88.0
2023-04-02 05:00:05.954000+00:00,458.0,-2930.0,88.0
2023-04-02 05:00:06.254000+00:00,458.0,-2930.0,88.0
2023-04-02 05:00:06.454000+00:00,458.0,-2930.0,88.0
2023-04-02 05:00:06.534000+00:00,458.0,-2930.0,88.0
2023-04-02 05:00:06.794000+00:00,458.0,-2930.0,88.0
2023-04-02 05:00:06.994000+00:00,458.0,-2930.0,88.0
2023-04-02 05:00:07.214000+00:00,458.0,-2930.0,88.0
2023-04-02 05:00:07.714000+00:00,448.0,-2920.0,88.0
2023-04-02 05:00:08.094000+00:00,438.0,-2910.0,88.0
2023-04-02 05:00:08.354000+00:00,424.0,-2896.0,88.0
2023-04-02 05:00:08.414000+00:00,420.0,-2893.0,88.0
2023-04-02 05:00:08.674000+00:00,400.0,-2873.0,88.0
2023-04-02 05:00:08.874000+00:00,382.0,-2855.0,88.0
2023-04-02 05:00:09.194000+00:00,345.0,-2820.0,88.0
2023-04-02 05:00:09.374000+00:00,-823.0,-1688.0,87.0
2023-04-02 05:00:09.574000+00:00,-852.0,-1660.0,87.0
2023-04-02 05:00:09.794000+00:00,-887.0,-1627.0,87.0
2023-04-02 05:00:10.014000+00:00,-938.0,-1579.0,86.0
2023-04-02 05:00:10.414000+00:00,-985.0,-1533.0,86.0
2023-04-02 05:00:10.674000+00:00,-1044.0,-1478.0,86.0
2023-04-02 05:00:11.115000+00:00,-1118.0,-1407.0,85.0
2023-04-02 05:00:11.534000+00:00,-1161.0,-1366.0,85.0
2023-04-02 05:00:11.574000+00:00,-1168.0,-1360.0,85.0
2023-04-02 05:00:11.894000+00:00,-1219.0,-1311.0,85.0
2023-04-02 05:00:12.154000+00:00,-1276.0,-1257.0,84.0
2023-04-02 05:00:12.514000+00:00,-1316.0,-1219.0,84.0
2023-04-02 05:00:12.674000+00:00,-1340.0,-1196.0,84.0
2023-04-02 05:00:12.894000+00:00,-1373.0,-1165.0,84.0
2023-04-02 05:00:13.154000+00:00,-1411.0,-1129.0,83.0
2023-04-02 05:00:13.374000+00:00,-1454.0,-1088.0,83.0
2023-04-02 05:00:13.754000+00:00,-1503.0,-1042.0,82.0
2023-04-02 05:00:14.154000+00:00,-1533.0,-1012.0,82.0
2023-04-02 05:00:14.354000+00:00,-1554.0,-993.0,82.0
2023-04-02 05:00:14.494000+00:00,-1568.0,-980.0,82.0
2023-04-02 05:00:14.674000+00:00,-1584.0,-964.0,82.0
2023-04-02 05:00:14.914000+00:00,-1605.0,-944.0,82.0
2023-04-02 05:00:15.134000+00:00,-1624.0,-927.0,82.0
2023-04-02 05:00:15.374000+00:00,-1642.0,-909.0,82.0
