date,x,y,z
2023-09-24 05:00:00.035000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:00.236000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:00.695000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:01.036000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:01.155000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:01.536000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:01.755000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:01.975000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:02.396000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:02.756000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:02.916000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:03.056000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:03.435000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:03.695000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:03.896000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:04.276000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:04.596000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:05.077000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:05.276000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:05.515000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:05.695000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:05.975000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:06.315000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:06.555000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:06.736000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:06.996000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:07.296000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:07.675000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:07.995000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:08.215000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:08.336000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:08.616000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:08.795000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:09.115000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:09.456000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:09.856000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:10.256000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:10.456000+00:00,2955.0,-2311.0,689.0
2023-09-24 05:00:10.636000+00:00,2957.0,-2313.0,689.0
2023-09-24 05:00:10.996000+00:00,2961.0,-2318.0,689.0
2023-09-24 05:00:11.216000+00:00,2967.0,-2325.0,688.0
2023-09-24 05:00:11.496000+00:00,2978.0,-2338.0,688.0
2023-09-24 05:00:11.756000+00:00,2994.0,-2357.0,687.0
2023-09-24 05:00:12.015000+00:00,3006.0,-2371.0,687.0
2023-09-24 05:00:12.375000+00:00,3042.0,-2412.0,685.0
2023-09-24 05:00:12.736000+00:00,3075.0,-2451.0,684.0
2023-09-24 05:00:13.195000+00:00,3120.0,-2504.0,682.0
2023-09-24 05:00:13.375000+00:00,3144.0,-2532.0,681.0
2023-09-24 05:00:13.576000+00:00,3173.0,-2565.0,680.0
2023-09-24 05:00:13.755000+00:00,3198.0,-2596.0,679.0
2023-09-24 05:00:14.015000+00:00,3248.0,-2653.0,677.0
2023-09-24 05:00:14.255000+00:00,3265.0,-2673.0,676.0
2023-09-24 05:00:14.535000+00:00,3311.0,-2727.0,674.0
2023-09-24 05:00:15.055000+00:00,3350.0,-2772.0,672.0
2023-09-24 05:00:15.436000+00:00,3374.0,-2800.0,672.0
2023-09-24 05:00:15.655000+00:00,3394.0,-2824.0,670.0
2023-09-24 05:00:15.976000+00:00,3411.0,-2843.0,670.0
2023-09-24 05:00:16.296000+00:00,3430.0,-2865.0,669.0
2023-09-24 05:00:16.356000+00:00,3433.0,-2870.0,669.0
2023-09-24 05:00:16.536000+00:00,3444.0,-2882.0,668.0
2023-09-24 05:00:16.896000+00:00,3470.0,-2912.0,667.0
2023-09-24 05:00:17.216000+00:00,3483.0,-2928.0,667.0
2023-09-24 05:00:17.496000+00:00,3507.0,-2955.0,666.0
2023-09-24 05:00:17.836000+00:00,3524.0,-2976.0,666.0
2023-09-24 05:00:18.236000+00:00,3539.0,-2994.0,665.0
2023-09-24 05:00:18.376000+00:00,3547.0,-3003.0,664.0
2023-09-24 05:00:18.635000+00:00,3562.0,-3020.0,664.0
2023-09-24 05:00:18.815000+00:00,3572.0,-3031.0,663.0
2023-09-24 05:00:19.035000+00:00,3584.0,-3046.0,662.0
2023-09-24 05:00:19.335000+00:00,3601.0,-3066.0,662.0
2023-09-24 05:00:19.455000+00:00,3608.0,-3074.0,661.0
2023-09-24 05:00:19.755000+00:00,3626.0,-3094.0,661.0
2023-09-24 05:00:19.955000+00:00,3645.0,-3117.0,660.0
2023-09-24 05:00:20.275000+00:00,3657.0,-3131.0,659.0
2023-09-24 05:00:20.575000+00:00,3676.0,-3153.0,659.0
2023-09-24 05:00:20.775000+00:00,3688.0,-3167.0,658.0
2023-09-24 05:00:21.015000+00:00,3703.0,-3185.0,657.0
2023-09-24 05:00:21.256000+00:00,3718.0,-3203.0,656.0
2023-09-24 05:00:21.355000+00:00,3725.0,-3211.0,656.0
2023-09-24 05:00:21.696000+00:00,3746.0,-3236.0,655.0
2023-09-24 05:00:21.875000+00:00,3766.0,-3259.0,655.0
2023-09-24 05:00:22.296000+00:00,3785.0,-3282.0,653.0
2023-09-24 05:00:22.455000+00:00,3796.0,-3294.0,653.0
2023-09-24 05:00:22.656000+00:00,3808.0,-3309.0,652.0
2023-09-24 05:00:22.956000+00:00,3827.0,-3331.0,651.0
2023-09-24 05:00:23.116000+00:00,3837.0,-3342.0,651.0
2023-09-24 05:00:23.356000+00:00,3851.0,-3359.0,651.0
2023-09-24 05:00:23.456000+00:00,3857.0,-3366.0,650.0
2023-09-24 05:00:23.696000+00:00,3871.0,-3382.0,650.0
2023-09-24 05:00:23.896000+00:00,3882.0,-3395.0,649.0
2023-09-24 05:00:24.096000+00:00,3900.0,-3417.0,649.0
2023-09-24 05:00:24.476000+00:00,3913.0,-3432.0,648.0
2023-09-24 05:00:24.816000+00:00,3931.0,-3454.0,648.0
2023-09-24 05:00:25.036000+00:00,3943.0,-3467.0,647.0
2023-09-24 05:00:25.216000+00:00,3953.0,-3480.0,647.0
2023-09-24 05:00:25.435000+00:00,3964.0,-3492.0,646.0
2023-09-24 05:00:25.635000+00:00,3975.0,-3505.0,645.0
2023-09-24 05:00:25.815000+00:00,3991.0,-3524.0,645.0
2023-09-24 05:00:26.195000+00:00,4008.0,-3544.0,644.0
2023-09-24 05:00:26.415000+00:00,4021.0,-3559.0,644.0
2023-09-24 05:00:26.656000+00:00,4035.0,-3576.0,643.0
2023-09-24 05:00:26.876000+00:00,4051.0,-3595.0,642.0
2023-09-24 05:00:27.196000+00:00,4067.0,-3613.0,642.0
2023-09-24 05:00:27.456000+00:00,4082.0,-3631.0,641.0
2023-09-24 05:00:27.575000+00:00,4089.0,-3639.0,641.0
2023-09-24 05:00:27.915000+00:00,4108.0,-3662.0,640.0
2023-09-24 05:00:28.076000+00:00,4120.0,-3677.0,639.0
2023-09-24 05:00:28.516000+00:00,4141.0,-3702.0,638.0
2023-09-24 05:00:28.715000+00:00,4158.0,-3722.0,637.0
2023-09-24 05:00:29.015000+00:00,4170.0,-3737.0,637.0
2023-09-24 05:00:29.296000+00:00,4191.0,-3761.0,636.0
2023-09-24 05:00:29.535000+00:00,4207.0,-3779.0,636.0
2023-09-24 05:00:29.676000+00:00,4217.0,-3791.0,635.0
2023-09-24 05:00:29.916000+00:00,4234.0,-3810.0,634.0
2023-09-24 05:00:30.095000+00:00,4246.0,-3825.0,634.0
2023-09-24 05:00:30.296000+00:00,4260.0,-3841.0,633.0
2023-09-24 05:00:30.576000+00:00,4278.0,-3862.0,632.0
2023-09-24 05:00:30.796000+00:00,4294.0,-3881.0,632.0
2023-09-24 05:00:31.096000+00:00,4310.0,-3900.0,631.0
2023-09-24 05:00:31.356000+00:00,4325.0,-3919.0,631.0
2023-09-24 05:00:31.477000+00:00,4332.0,-3927.0,630.0
2023-09-24 05:00:31.695000+00:00,4346.0,-3942.0,630.0
2023-09-24 05:00:31.895000+00:00,4358.0,-3956.0,629.0
2023-09-24 05:00:32.095000+00:00,4370.0,-3971.0,628.0
2023-09-24 05:00:32.375000+00:00,4387.0,-3990.0,628.0
2023-09-24 05:00:32.515000+00:00,4395.0,-4000.0,628.0
2023-09-24 05:00:32.856000+00:00,4420.0,-4029.0,626.0
2023-09-24 05:00:33.195000+00:00,4443.0,-4057.0,625.0
2023-09-24 05:00:33.575000+00:00,4457.0,-4074.0,625.0
2023-09-24 05:00:33.815000+00:00,4479.0,-4101.0,624.0
2023-09-24 05:00:34.316000+00:00,4502.0,-4127.0,623.0
2023-09-24 05:00:34.536000+00:00,4517.0,-4144.0,622.0
2023-09-24 05:00:34.655000+00:00,4534.0,-4164.0,622.0
2023-09-24 05:00:35.016000+00:00,4550.0,-4182.0,621.0
2023-09-24 05:00:35.336000+00:00,4569.0,-4205.0,620.0
2023-09-24 05:00:35.556000+00:00,4586.0,-4224.0,619.0
2023-09-24 05:00:35.755000+00:00,4601.0,-4242.0,619.0
2023-09-24 05:00:36.075000+00:00,4619.0,-4263.0,618.0
2023-09-24 05:00:36.315000+00:00,4644.0,-4293.0,617.0
2023-09-24 05:00:36.796000+00:00,4671.0,-4325.0,616.0
2023-09-24 05:00:37.096000+00:00,4687.0,-4344.0,615.0
2023-09-24 05:00:37.396000+00:00,4708.0,-4368.0,614.0
2023-09-24 05:00:37.616000+00:00,4723.0,-4385.0,614.0
2023-09-24 05:00:37.676000+00:00,4727.0,-4390.0,613.0
2023-09-24 05:00:38.017000+00:00,4758.0,-4426.0,612.0
2023-09-24 05:00:38.395000+00:00,4787.0,-4460.0,611.0
2023-09-24 05:00:38.735000+00:00,4801.0,-4477.0,611.0
2023-09-24 05:00:39.096000+00:00,4837.0,-4520.0,609.0
2023-09-24 05:00:39.416000+00:00,4851.0,-4536.0,609.0
2023-09-24 05:00:39.735000+00:00,4878.0,-4567.0,607.0
2023-09-24 05:00:39.875000+00:00,4890.0,-4581.0,607.0
2023-09-24 05:00:40.055000+00:00,4906.0,-4600.0,606.0
2023-09-24 05:00:40.256000+00:00,4924.0,-4621.0,605.0
2023-09-24 05:00:40.516000+00:00,4948.0,-4649.0,604.0
2023-09-24 05:00:40.736000+00:00,4976.0,-4682.0,603.0
2023-09-24 05:00:41.036000+00:00,4996.0,-4707.0,602.0
2023-09-24 05:00:41.396000+00:00,5189.0,-4932.0,594.0
2023-09-24 05:00:41.795000+00:00,5217.0,-4965.0,593.0
2023-09-24 05:00:41.995000+00:00,5246.0,-4999.0,591.0
2023-09-24 05:00:42.275000+00:00,5261.0,-5017.0,591.0
2023-09-24 05:00:42.536000+00:00,5285.0,-5045.0,590.0
2023-09-24 05:00:42.816000+00:00,5314.0,-5081.0,589.0
2023-09-24 05:00:43.116000+00:00,5353.0,-5126.0,588.0
2023-09-24 05:00:43.476000+00:00,5375.0,-5152.0,586.0
2023-09-24 05:00:43.776000+00:00,5419.0,-5205.0,584.0
2023-09-24 05:00:44.236000+00:00,5460.0,-5253.0,583.0
2023-09-24 05:00:44.436000+00:00,5486.0,-5284.0,582.0
2023-09-24 05:00:44.676000+00:00,5520.0,-5323.0,580.0
2023-09-24 05:00:44.816000+00:00,5543.0,-5351.0,579.0
2023-09-24 05:00:45.015000+00:00,5571.0,-5385.0,579.0
2023-09-24 05:00:45.295000+00:00,5638.0,-5465.0,575.0
2023-09-24 05:00:45.615000+00:00,5674.0,-5510.0,574.0
2023-09-24 05:00:45.896000+00:00,5732.0,-5580.0,571.0
2023-09-24 05:00:46.115000+00:00,5794.0,-5657.0,568.0
2023-09-24 05:00:46.375000+00:00,5828.0,-5701.0,568.0
2023-09-24 05:00:46.695000+00:00,5892.0,-5792.0,564.0
2023-09-24 05:00:46.756000+00:00,5904.0,-5810.0,563.0
2023-09-24 05:00:47.036000+00:00,5954.0,-5901.0,560.0
2023-09-24 05:00:47.235000+00:00,6003.0,-6026.0,556.0
2023-09-24 05:00:47.675000+00:00,6033.0,-6150.0,552.0
