circuit_key,circuit_short_name,country_code,country_key,country_name,date_end,date_start,gmt_offset,location,meeting_key,session_key,session_name,session_type,year
15,Catalunya,ESP,1,Spain,2023-06-03 15:00:00+00:00,2023-06-03 14:00:00+00:00,02:00:00,Barcelona,1211,9098,Qualifying,Qualifying,2023
