date,driver_number,meeting_key,session_key,x,y,z
2023-09-03 13:00:00.273000+00:00,4,1218,9157,-1293,249,1876
2023-09-03 13:00:00.533000+00:00,4,1218,9157,-1293,249,1876
2023-09-03 13:00:00.753000+00:00,4,1218,9157,-1293,249,1876
2023-09-03 13:00:00.953000+00:00,4,1218,9157,-1293,249,1876
2023-09-03 13:00:01.073000+00:00,4,1218,9157,-1293,249,1876
2023-09-03 13:00:01.253000+00:00,4,1218,9157,-1293,249,1876
2023-09-03 13:00:01.453000+00:00,4,1218,9157,-1293,249,1876
2023-09-03 13:00:01.653000+00:00,4,1218,9157,-1293,249,1876
2023-09-03 13:00:01.833000+00:00,4,1218,9157,-1293,249,1876
2023-09-03 13:00:02.153000+00:00,4,1218,9157,-1293,249,1876
2023-09-03 13:00:02.473000+00:00,4,1218,9157,-1293,249,1876
2023-09-03 13:00:02.873000+00:00,4,1218,9157,-1293,249,1876
2023-09-03 13:00:02.973000+00:00,4,1218,9157,-1293,249,1876
2023-09-03 13:00:03.153000+00:00,4,1218,9157,-1293,249,1876
2023-09-03 13:00:03.373000+00:00,4,1218,9157,-1293,249,1876
2023-09-03 13:00:03.593000+00:00,4,1218,9157,-1293,249,1876
2023-09-03 13:00:03.913000+00:00,4,1218,9157,-1293,249,1876
2023-09-03 13:00:04.273000+00:00,4,1218,9157,-1293,249,1876
2023-09-03 13:00:04.453000+00:00,4,1218,9157,-1293,249,1876
2023-09-03 13:00:04.613000+00:00,4,1218,9157,-1293,249,1876
2023-09-03 13:00:04.832000+00:00,4,1218,9157,-1293,249,1876
2023-09-03 13:00:05.152000+00:00,4,1218,9157,-1293,249,1876
2023-09-03 13:00:05.312000+00:00,4,1218,9157,-1293,249,1876
2023-09-03 13:00:05.652000+00:00,4,1218,9157,-1293,249,1876
2023-09-03 13:00:06.132000+00:00,4,1218,9157,-1293,249,1876
2023-09-03 13:00:06.432000+00:00,4,1218,9157,-1293,249,1876
2023-09-03 13:00:06.733000+00:00,4,1218,9157,-1293,249,1876
2023-09-03 13:00:06.973000+00:00,4,1218,9157,-1293,249,1876
2023-09-03 13:00:07.073000+00:00,4,1218,9157,-1293,249,1876
2023-09-03 13:00:07.273000+00:00,4,1218,9157,-1293,249,1876
2023-09-03 13:00:07.493000+00:00,4,1218,9157,-1293,252,1876
2023-09-03 13:00:07.733000+00:00,4,1218,9157,-1292,258,1876
2023-09-03 13:00:08.033000+00:00,4,1218,9157,-1291,270,1876
2023-09-03 13:00:08.113000+00:00,4,1218,9157,-1291,274,1876
2023-09-03 13:00:08.313000+00:00,4,1218,9157,-1289,287,1876
2023-09-03 13:00:08.553000+00:00,4,1218,9157,-1288,305,1876
2023-09-03 13:00:08.873000+00:00,4,1218,9157,-1285,335,1876
2023-09-03 13:00:09.093000+00:00,4,1218,9157,-1283,358,1876
2023-09-03 13:00:09.293000+00:00,4,1218,9157,-1281,385,1876
2023-09-03 13:00:09.493000+00:00,4,1218,9157,-1279,411,1877
2023-09-03 13:00:10.413000+00:00,4,1218,9157,-1262,608,1878
2023-09-03 13:00:10.753000+00:00,4,1218,9157,-1258,648,1878
2023-09-03 13:00:10.973000+00:00,4,1218,9157,-1255,691,1878
2023-09-03 13:00:11.352000+00:00,4,1218,9157,-1248,766,1878
2023-09-03 13:00:11.512000+00:00,4,1218,9157,-1243,822,1879
2023-09-03 13:00:11.832000+00:00,4,1218,9157,-1241,853,1879
2023-09-03 13:00:12.152000+00:00,4,1218,9157,-1233,936,1879
2023-09-03 13:00:12.492000+00:00,4,1218,9157,-1231,969,1880
2023-09-03 13:00:12.712000+00:00,4,1218,9157,-1227,1006,1880
2023-09-03 13:00:12.912000+00:00,4,1218,9157,-1225,1039,1880
2023-09-03 13:00:13.133000+00:00,4,1218,9157,-1221,1078,1880
2023-09-03 13:00:13.353000+00:00,4,1218,9157,-1216,1135,1880
2023-09-03 13:00:13.833000+00:00,4,1218,9157,-1212,1188,1881
2023-09-03 13:00:14.213000+00:00,4,1218,9157,-1207,1241,1881
2023-09-03 13:00:14.453000+00:00,4,1218,9157,-1203,1284,1881
2023-09-03 13:00:14.793000+00:00,4,1218,9157,-1198,1342,1881
2023-09-03 13:00:15.233000+00:00,4,1218,9157,-1195,1382,1882
2023-09-03 13:00:15.453000+00:00,4,1218,9157,-1192,1416,1882
2023-09-03 13:00:15.753000+00:00,4,1218,9157,-1189,1448,1882
2023-09-03 13:00:15.933000+00:00,4,1218,9157,-1187,1470,1882
2023-09-03 13:00:16.253000+00:00,4,1218,9157,-1078,2736,1889
2023-09-03 13:00:16.613000+00:00,4,1218,9157,-1074,2781,1889
2023-09-03 13:00:17.013000+00:00,4,1218,9157,-1072,2812,1889
2023-09-03 13:00:17.153000+00:00,4,1218,9157,-1070,2828,1889
2023-09-03 13:00:17.393000+00:00,4,1218,9157,-1068,2854,1889
2023-09-03 13:00:17.633000+00:00,4,1218,9157,-1066,2881,1890
2023-09-03 13:00:17.912000+00:00,4,1218,9157,-1063,2916,1890
2023-09-03 13:00:18.332000+00:00,4,1218,9157,-1060,2952,1890
2023-09-03 13:00:18.512000+00:00,4,1218,9157,-1058,2972,1890
2023-09-03 13:00:18.672000+00:00,4,1218,9157,-1057,2987,1890
2023-09-03 13:00:18.952000+00:00,4,1218,9157,-1054,3016,1890
2023-09-03 13:00:19.152000+00:00,4,1218,9157,-1053,3036,1890
2023-09-03 13:00:19.352000+00:00,4,1218,9157,-1051,3057,1890
2023-09-03 13:00:19.612000+00:00,4,1218,9157,-1047,3096,1891
2023-09-03 13:00:19.933000+00:00,4,1218,9157,-1046,3117,1891
2023-09-03 13:00:20.193000+00:00,4,1218,9157,-1043,3144,1891
2023-09-03 13:00:20.393000+00:00,4,1218,9157,-1040,3176,1891
2023-09-03 13:00:20.793000+00:00,4,1218,9157,-1036,3227,1891
2023-09-03 13:00:21.113000+00:00,4,1218,9157,-1034,3249,1891
2023-09-03 13:00:21.453000+00:00,4,1218,9157,-1030,3291,1892
2023-09-03 13:00:21.653000+00:00,4,1218,9157,-1027,3330,1892
2023-09-03 13:00:22.093000+00:00,4,1218,9157,-1024,3367,1892
2023-09-03 13:00:22.253000+00:00,4,1218,9157,-1022,3386,1892
2023-09-03 13:00:22.473000+00:00,4,1218,9157,-1020,3416,1892
2023-09-03 13:00:22.733000+00:00,4,1218,9157,-1015,3476,1892
2023-09-03 13:00:23.153000+00:00,4,1218,9157,-1011,3518,1893
2023-09-03 13:00:23.233000+00:00,4,1218,9157,-1010,3531,1893
2023-09-03 13:00:23.493000+00:00,4,1218,9157,-1006,3577,1893
2023-09-03 13:00:23.613000+00:00,4,1218,9157,-1004,3599,1893
2023-09-03 13:00:24.353000+00:00,4,1218,9157,-991,3746,1894
2023-09-03 13:00:24.632000+00:00,4,1218,9157,-986,3812,1894
2023-09-03 13:00:24.792000+00:00,4,1218,9157,-982,3853,1895
2023-09-03 13:00:25.012000+00:00,4,1218,9157,-977,3914,1895
2023-09-03 13:00:25.232000+00:00,4,1218,9157,-972,3974,1895
2023-09-03 13:00:25.472000+00:00,4,1218,9157,-965,4047,1896
2023-09-03 13:00:25.772000+00:00,4,1218,9157,-957,4145,1896
2023-09-03 13:00:25.932000+00:00,4,1218,9157,-952,4205,1896
2023-09-03 13:00:26.152000+00:00,4,1218,9157,-945,4283,1897
2023-09-03 13:00:26.333000+00:00,4,1218,9157,-938,4361,1897
2023-09-03 13:00:26.573000+00:00,4,1218,9157,-925,4513,1898
2023-09-03 13:00:26.953000+00:00,4,1218,9157,-916,4625,1898
2023-09-03 13:00:27.153000+00:00,4,1218,9157,-908,4719,1899
2023-09-03 13:00:27.273000+00:00,4,1218,9157,-902,4778,1899
2023-09-03 13:00:27.633000+00:00,4,1218,9157,-887,4960,1900
2023-09-03 13:00:27.833000+00:00,4,1218,9157,-878,5066,1901
2023-09-03 13:00:28.013000+00:00,4,1218,9157,-869,5163,1901
2023-09-03 13:00:28.253000+00:00,4,1218,9157,-858,5296,1902
2023-09-03 13:00:28.293000+00:00,4,1218,9157,-856,5319,1902
2023-09-03 13:00:28.633000+00:00,4,1218,9157,-839,5514,1903
2023-09-03 13:00:28.793000+00:00,4,1218,9157,-831,5603,1903
2023-09-03 13:00:28.993000+00:00,4,1218,9157,-821,5723,1904
2023-09-03 13:00:29.293000+00:00,4,1218,9157,-805,5906,1905
2023-09-03 13:00:29.333000+00:00,4,1218,9157,-803,5937,1905
2023-09-03 13:00:29.693000+00:00,4,1218,9157,-780,6201,1907
2023-09-03 13:00:29.933000+00:00,4,1218,9157,-768,6355,1908
2023-09-03 13:00:30.093000+00:00,4,1218,9157,-751,6553,1909
2023-09-03 13:00:30.433000+00:00,4,1218,9157,-740,6684,1910
2023-09-03 13:00:30.673000+00:00,4,1218,9157,-727,6835,1911
2023-09-03 13:00:30.973000+00:00,4,1218,9157,-708,7058,1911
2023-09-03 13:00:31.332000+00:00,4,1218,9157,-697,7191,1912
2023-09-03 13:00:31.412000+00:00,4,1218,9157,-694,7225,1912
2023-09-03 13:00:31.772000+00:00,4,1218,9157,-678,7416,1913
2023-09-03 13:00:32.012000+00:00,4,1218,9157,-675,7453,1913
2023-09-03 13:00:32.312000+00:00,4,1218,9157,-666,7571,1914
2023-09-03 13:00:32.452000+00:00,4,1218,9157,-661,7623,1914
2023-09-03 13:00:32.792000+00:00,4,1218,9157,-648,7767,1915
2023-09-03 13:00:33.093000+00:00,4,1218,9157,-641,7836,1916
2023-09-03 13:00:33.353000+00:00,4,1218,9157,-633,7906,1916
2023-09-03 13:00:33.573000+00:00,4,1218,9157,-626,7958,1917
2023-09-03 13:00:33.733000+00:00,4,1218,9157,-619,7994,1917
2023-09-03 13:00:33.973000+00:00,4,1218,9157,-603,8061,1918
2023-09-03 13:00:34.293000+00:00,4,1218,9157,-588,8106,1918
2023-09-03 13:00:34.473000+00:00,4,1218,9157,-575,8137,1918
2023-09-03 13:00:34.713000+00:00,4,1218,9157,-555,8175,1918
2023-09-03 13:00:34.993000+00:00,4,1218,9157,-520,8224,1919
2023-09-03 13:00:35.273000+00:00,4,1218,9157,-498,8247,1919
2023-09-03 13:00:35.653000+00:00,4,1218,9157,-450,8280,1919
2023-09-03 13:00:35.853000+00:00,4,1218,9157,-415,8295,1920
2023-09-03 13:00:36.133000+00:00,4,1218,9157,-383,8304,1920
2023-09-03 13:00:36.373000+00:00,4,1218,9157,-346,8311,1920
2023-09-03 13:00:36.613000+00:00,4,1218,9157,-294,8322,1920
2023-09-03 13:00:36.993000+00:00,4,1218,9157,-261,8333,1920
2023-09-03 13:00:37.153000+00:00,4,1218,9157,-240,8343,1920
2023-09-03 13:00:37.493000+00:00,4,1218,9157,-189,8388,1921
2023-09-03 13:00:37.912000+00:00,4,1218,9157,-165,8434,1921
2023-09-03 13:00:38.272000+00:00,4,1218,9157,-154,8473,1922
2023-09-03 13:00:38.572000+00:00,4,1218,9157,-147,8512,1922
2023-09-03 13:00:38.752000+00:00,4,1218,9157,-143,8549,1922
2023-09-03 13:00:39.072000+00:00,4,1218,9157,-142,8578,1923
2023-09-03 13:00:39.272000+00:00,4,1218,9157,-143,8605,1923
2023-09-03 13:00:39.553000+00:00,4,1218,9157,-146,8645,1923
2023-09-03 13:00:39.773000+00:00,4,1218,9157,-150,8673,1923
2023-09-03 13:00:39.993000+00:00,4,1218,9157,-155,8700,1924
2023-09-03 13:00:40.273000+00:00,4,1218,9157,-164,8748,1924
2023-09-03 13:00:40.633000+00:00,4,1218,9157,-174,8791,1924
2023-09-03 13:00:40.993000+00:00,4,1218,9157,-181,8819,1924
2023-09-03 13:00:41.253000+00:00,4,1218,9157,-193,8863,1924
2023-09-03 13:00:41.713000+00:00,4,1218,9157,-203,8902,1925
2023-09-03 13:00:41.893000+00:00,4,1218,9157,-212,8936,1925
2023-09-03 13:00:42.313000+00:00,4,1218,9157,-225,8982,1925
2023-09-03 13:00:42.753000+00:00,4,1218,9157,-237,9029,1925
2023-09-03 13:00:43.033000+00:00,4,1218,9157,-244,9056,1925
2023-09-03 13:00:43.273000+00:00,4,1218,9157,-252,9085,1926
2023-09-03 13:00:43.533000+00:00,4,1218,9157,-260,9117,1926
2023-09-03 13:00:43.713000+00:00,4,1218,9157,-265,9139,1925
2023-09-03 13:00:43.893000+00:00,4,1218,9157,-271,9161,1926
2023-09-03 13:00:44.173000+00:00,4,1218,9157,-282,9206,1926
2023-09-03 13:00:44.532000+00:00,4,1218,9157,-295,9259,1926
2023-09-03 13:00:44.992000+00:00,4,1218,9157,-305,9300,1926
2023-09-03 13:00:45.192000+00:00,4,1218,9157,-311,9324,1927
2023-09-03 13:00:45.392000+00:00,4,1218,9157,-317,9350,1926
2023-09-03 13:00:45.572000+00:00,4,1218,9157,-323,9373,1926
2023-09-03 13:00:45.852000+00:00,4,1218,9157,-330,9407,1927
2023-09-03 13:00:46.113000+00:00,4,1218,9157,-337,9438,1928
2023-09-03 13:00:46.393000+00:00,4,1218,9157,-345,9474,1928
2023-09-03 13:00:46.613000+00:00,4,1218,9157,-353,9511,1928
2023-09-03 13:00:47.073000+00:00,4,1218,9157,-365,9574,1928
2023-09-03 13:00:47.413000+00:00,4,1218,9157,-372,9613,1928
2023-09-03 13:00:47.673000+00:00,4,1218,9157,-379,9654,1928
2023-09-03 13:00:47.853000+00:00,4,1218,9157,-384,9683,1929
2023-09-03 13:00:48.053000+00:00,4,1218,9157,-389,9717,1929
2023-09-03 13:00:48.253000+00:00,4,1218,9157,-394,9751,1929
2023-09-03 13:00:48.473000+00:00,4,1218,9157,-399,9789,1929
2023-09-03 13:00:48.633000+00:00,4,1218,9157,-403,9821,1930
2023-09-03 13:00:48.793000+00:00,4,1218,9157,-406,9850,1930
2023-09-03 13:00:49.033000+00:00,4,1218,9157,-410,9898,1930
2023-09-03 13:00:49.333000+00:00,4,1218,9157,-417,9992,1931
2023-09-03 13:00:49.713000+00:00,4,1218,9157,-420,10046,1930
2023-09-03 13:00:49.873000+00:00,4,1218,9157,-421,10084,1931
