66.76782,3110.47,1819.336
64.03289,3110.552,1797.89
62.67036,3110.588,1786.293
63.10415,3110.606,1762.225
60.10838,3111.106,1741.589
57.92823,3111.759,1721.309
56.51697,3111.907,1713.069
50.77382,3111.953,1709.16
41.65584,3111.699,1708.906
34.33563,3111.225,1708.432
23.87374,3110.548,1707.755
19.41495,3110.531,1706.399
14.95015,3110.541,1702.395
14.9567,3110.499,1697.874
19.54509,3112.035,1665.876
23.15507,3111.646,1653.798
25.02791,3111.24,1645.632
27.74065,3111.054,1637.717
31.3318,3110.933,1625.773
33.53964,3110.972,1618.206
33.50896,3111.059,1611.992
37.0164,3111.168,1607.096
39.15794,3111.347,1596.008
39.13243,3111.408,1591.599
39.50275,3111.578,1579.701
41.22146,3111.684,1573.545
42.4817,3111.821,1564.775
42.44302,3111.906,1558.644
42.37424,3112.057,1547.744
42.37424,3112.057,1547.744
42.66728,3112.374,1536.539
42.69173,3112.321,1526.429
41.25476,3111.609,1514.399
41.15408,3111.837,1498.767
39.83889,3111.824,1491.267
39.8533,3111.791,1489.019
39.07616,3111.543,1470.129
39.04898,3111.608,1452.885
34.99221,3111.836,1423.36
34.99221,3111.836,1423.36
34.92377,3112.018,1403.2
34.02654,3112.069,1396.616
30.05556,3112.13,1385.687
30.03769,3112.185,1379.574
29.59177,3112.208,1376.53
26.51604,3112.232,1353.298
23.44925,3112.228,1346.723
19.93756,3112.252,1340.177
17.74104,3112.281,1334.954
16.86259,3112.294,1332.772
5.463959,3112.478,1302.988
4.587463,3112.523,1298.158
-1.964615,3112.596,1283.731
-5.45755,3112.589,1279.794
-17.65906,3112.71,1254.051
-19.40089,3112.721,1250.13
-27.75446,3112.488,1246.595
-36.5847,3112.263,1239.987
-48.99605,3111.99,1224.982
-54.6898,3112.022,1217.08
-76.00775,3113.331,1196.076
-80.3813,3113.282,1193.004
-92.24957,3113.115,1186.367
-103.6509,3113.013,1177.161
-108.9619,3112.932,1174.466
-130.1821,3112.69,1159.848
-139.4932,3112.589,1153.189
-171.322,3112.483,1141.307
-177.3795,3112.431,1138.709
-205.5324,3112.611,1135.575
-220.8345,3112.644,1132.506
-236.8808,3112.47,1120.77
-252.1581,3112.414,1119.9
-274.0693,3112.646,1119.422
-279.3127,3112.708,1118.969
-317.1449,3113.051,1114.553
-321.9135,3113.087,1114.11
-338.3316,3113.243,1111.923
-363.2762,3113.492,1108.002
-376.1331,3113.611,1107.556
-403.018,3113.866,1105.387
-439.4548,3114.226,1100.21
-454.9479,3114.195,1100.211
-481.7335,3114.048,1098.068
-489.5754,3114.173,1098.07
-520.6178,3114.457,1095.08
-545.4276,3114.464,1092.083
-554.4087,3114.445,1092.081
-572.8082,3114.406,1092.078
-617.376,3114.303,1092.501
-629.1507,3114.63,1089.968
-640.4816,3114.871,1089.565
-654.1022,3114.433,1088.662
-663.0223,3114.094,1088.188
-667.9515,3113.909,1087.307
-675.6035,3113.626,1085.103
-680.5865,3113.438,1084.647
-683.7039,3113.37,1080.304
-684.123,3113.379,1077.274
-684.5363,3113.397,1071.652
-684.5289,3113.403,1069.919
-690.2164,3113.353,1060.815
-694.4979,3112.764,1052.283
-696.0825,3112.879,1047.55
-697.3781,3112.885,1046.25
-703.9948,3112.828,1042.299
-707.2424,3112.694,1039.6
-732.5352,3112.697,1036.118
-733.3708,3112.714,1036.13
-761.4629,3112.683,1028.945
-788.9796,3112.174,1021.972
-799.5302,3112,1019.917
-805.2694,3111.887,1018.259
-835.8002,3111.565,1007.04
-849.5958,3111.404,1000.511
-863.8545,3111.278,997.0509
-903.6873,3111.986,981.7037
-906.3584,3111.959,981.715
-941.6644,3112.648,976.1824
-944.3623,3112.601,972.7122
-948.8525,3112.526,967.4965
-988.2041,3112.328,958.348
-994.7598,3112.283,957.9252
-1009.659,3112.204,954.8667
-1023.259,3112.103,954.8799
-1028.973,3112.061,954.8854
-1029.848,3112.054,954.8862
-1056.26,3111.913,961.9417
-1061.582,3111.825,971.1996
-1062.483,3111.798,974.7366
-1070.397,3111.812,985.293
-1070.408,3111.794,987.0656
-1082.673,3111.878,1002.424
-1084.035,3111.822,1010.824
-1084.042,3111.813,1011.707
-1088.656,3112.098,1030.375
-1088.603,3112.163,1035.133
-1088.625,3112.136,1040.864
-1088.642,3112.115,1041.771
-1088.693,3112.053,1044.471
-1088.736,3112.001,1046.719
-1092.769,3111.391,1084.827
-1092.886,3111.253,1095.366
-1093.053,3111.059,1110.365
-1093.078,3111.03,1112.571
-1093.38,3110.678,1139.642
-1093.489,3110.55,1149.454
-1093.489,3110.55,1149.454
-1099.866,3110.415,1169.124
-1099.894,3110.385,1171.812
-1101.795,3110.732,1206.89
-1101.535,3111.007,1218.698
-1102.168,3110.338,1223.26
-1107.091,3110.789,1238.008
-1106.994,3110.886,1244.139
-1111.667,3111.508,1273.185
-1109.478,3111.483,1275.833
-1095.624,3111.174,1283.36
-1095.189,3111.161,1283.361
-1066.282,3110.544,1300.793
-1060.53,3110.445,1305.723
-1049.89,3110.224,1312.497
-1048.562,3110.183,1312.512
-1013.176,3110.123,1333.157
-1008.693,3110.168,1334.475
-982.6649,3110.042,1348.905
-982.6649,3110.042,1348.905
-941.2439,3110.431,1371.408
-940.7911,3110.428,1371.411
-913.2234,3110.561,1387.785
-913.2234,3110.561,1387.785
-903.7092,3110.534,1392.521
-889.0239,3110.493,1401.423
-882.3503,3110.474,1404.989
-876.11,3110.458,1409.898
-867.6442,3110.436,1416.583
-856.5032,3110.403,1421.026
-837.7382,3110.39,1427.282
-835.9462,3110.411,1427.752
-800.9824,3110.851,1448.366
-793.8514,3110.938,1451.505
-783.1855,3111.082,1461.274
-755.7826,3111.532,1484.254
-731.5095,3111.544,1498.815
-731.069,3111.552,1499.269
-699.241,3111.501,1533.294
-693.1838,3112.122,1533.719
-677.3412,3112.873,1546.208
-675.136,3112.843,1549.723
-647.4606,3110.802,1572.095
-618.1541,3110.609,1597.777
-600.649,3110.969,1607.672
-600.649,3110.969,1607.672
-577.636,3109.506,1636.157
-570.8715,3109.459,1640.219
-552.7578,3109.174,1657.912
-552.7578,3109.174,1657.912
-531.3345,3108.839,1673.902
-529.9315,3108.746,1674.388
-497.7679,3107.108,1701.444
-497.7679,3107.108,1701.444
-471.6102,3107.757,1718.447
-471.491,3107.642,1719.476
-469.4541,3107.885,1726.138
-457.6143,3107.964,1737.984
-457.6421,3107.987,1738.433
-450.001,3108.105,1747.44
-426.7517,3108.195,1763.908
-413.8677,3108.753,1774.41
-397.5042,3109.143,1787.086
-380.1266,3110.484,1803.367
-373.5309,3110.857,1813.036
-323.6515,3110.224,1856.746
-323.6515,3110.224,1856.746
-308.499,3109.831,1871.049
-298.1561,3109.833,1876.439
-294.5553,3109.829,1880.93
-274.3324,3110.707,1897.639
-271.2081,3110.728,1900.318
-264.9722,3110.742,1907
-263.6358,3110.756,1907.902
-260.5219,3110.71,1913.693
-259.6298,3110.704,1915.027
-256.5119,3110.697,1919.034
-256.5125,3110.649,1921.238
-254.2767,3110.137,1947.628
-254.2767,3110.137,1947.628
-254.2778,3110.219,1957.016
-254.2787,3110.302,1965.947
-256.5151,3110.428,1978.864
-256.5139,3110.534,1985.044
-256.5128,3110.621,1990.806
-256.5126,3110.641,1992.131
-255.1764,3110.865,2008.457
-255.1764,3110.869,2008.891
-249.8538,3111.114,2020.668
-249.4132,3111.17,2025.062
-241.9036,3111.361,2033.705
-239.708,3111.448,2038.481
-238.8282,3111.479,2040.227
-234.4452,3111.631,2048.425
-219.7831,3111.68,2061.101
-219.7831,3111.68,2061.101
-207.017,3111.609,2067.72
-203.9322,3111.597,2067.717
-199.5267,3111.569,2071.226
-199.5267,3111.569,2071.226
-195.1196,3111.519,2081.381
-193.3611,3111.466,2092.869
-180.9897,3111.344,2111.911
-184.9723,3111.355,2112.342
-184.9757,3111.301,2125.197
-184.0933,3111.271,2131.413
-184.0828,3111.463,2141.92
-184.0857,3111.411,2150.364
-180.9877,3111.437,2164.926
-180.5468,3111.496,2169.741
-178.338,3111.612,2181.11
-177.0105,3111.397,2186.634
-177.0083,3111.299,2190.723
-177.0061,3111.189,2195.267
-170.2847,3110.474,2214.31
-169.8008,3110.257,2244.6
-168.4426,3110.175,2257.123
-168.4158,3110.038,2273.687
-167.0354,3109.857,2285.829
-166.1568,3109.944,2297.455
-166.2042,3110.16,2313.019
-163.9487,3110.077,2328.719
-161.7236,3110.123,2341.661
-160.8653,3110.256,2347.347
-160.8706,3110.276,2354.94
-151.2626,3109.673,2418.776
-150.8057,3109.65,2427.307
-150.4723,3108.771,2446.266
-148.4992,3109.503,2461.606
-146.9747,3110.16,2480.781
-146.9585,3110.122,2481.72
-146.2892,3109.599,2493.925
-136.7688,3108.595,2506.368
-134.3129,3108.263,2555.617
-133.9189,3108.375,2568.411
-131.9163,3108.854,2601.101
-129.9666,3109.39,2619.888
-130.0039,3109.452,2636.081
-129.562,3109.465,2640.133
-120.308,3109.758,2678.118
-120.2886,3109.73,2682.638
-112.4882,3110.094,2743.741
-111.8267,3109.251,2763.669
-111.8284,3109.254,2766.38
-107.7114,3109.189,2799.868
-107.705,3109.181,2805.256
-107.689,3109.162,2818.848
-107.2143,3109.136,2834.23
-106.7471,3109.117,2845.586
-101.5367,3109.36,2875.358
-96.85912,3108.209,2901.463
-96.89201,3108.245,2911.987
-94.59711,3108.233,2937.031
-94.59711,3108.233,2937.031
-94.73216,3108.374,2956.266
-94.83763,3108.484,2971.291
-94.85056,3108.498,2973.132
-91.64645,3108.479,3005.899
-87.85413,3108.774,3017.164
-79.40018,3108.106,3040.722
-78.65056,3107.431,3049.833
-79.5773,3108.265,3056.132
-76.85545,3108.279,3066.137
-74.58429,3108.287,3074.351
-60.0032,3107.598,3095.21
-59.56284,3107.611,3096.098
-40.90654,3107.652,3112.327
-29.54192,3107.511,3115.51
-11.4895,3107.717,3115.583
-10.07489,3107.782,3115.606
-10.07489,3107.782,3115.606
8.6091,3108.652,3115.914
12.30554,3108.824,3115.975
23.31221,3109.318,3115.682
48.58229,3109.092,3108.386
48.58229,3109.092,3108.386
62.73844,3108.257,3098.43
68.70469,3108.096,3095.6
70.08373,3108.061,3095.58
82.51915,3107.807,3080.766
85.73922,3107.776,3076.185
88.50375,3107.744,3073.879
91.72562,3107.718,3067.871
103.4308,3108.1,3054.041
106.7216,3107.201,3048.517
107.4044,3108.322,3044.673
109.4572,3109.367,3042.682
109.2551,3109.677,3041.678
109.7682,3110.258,3040.072
121.3657,3109.13,3015.431
128.7288,3108.978,2996.464
130.1856,3108.864,2994.715
144.6805,3108.427,2969.788
144.5573,3108.549,2960.692
144.5157,3108.591,2952.972
147.9023,3110.527,2912.689
148.1313,3110.313,2905.442
149.7381,3108.808,2875.42
149.7468,3108.8,2868.176
149.8983,3108.658,2863.466
152.1261,3108.281,2848.649
152.0906,3108.313,2824.446
152.084,3108.319,2819.908
153.3649,3108.398,2792.98
153.3457,3108.415,2787.976
153.1795,3108.566,2767.523
152.792,3108.918,2760.306
152.5809,3109.11,2757.212
152.0637,3109.58,2727.646
152.1202,3109.528,2722.206
152.2475,3109.413,2709.945
152.3561,3109.314,2699.492
152.4271,3109.25,2692.653
141.1731,3109.216,2669.132
141.2137,3109.174,2665.058
144.3919,3108.713,2611.018
144.3926,3108.712,2610.547
143.0601,3108.682,2571.063
141.3768,3109.009,2559.935
135.6722,3109.303,2539.412
135.5349,3109.451,2531.486
134.5642,3109.527,2525.692
125.1343,3110.044,2491.793
124.9535,3110.264,2470.192
124.7887,3110.464,2450.494
123.5924,3109.735,2433.604
122.2597,3109.715,2412.497
120.4755,3109.698,2388.681
119.5803,3109.694,2378.785
117.3042,3109.733,2354.093
117.289,3109.754,2345.572
114.5475,3109.82,2325.424
113.6408,3109.832,2320.509
